Platform,Account,Date,Campaign,Ad Name,Spends,Pannel_Lead
Meta,Degreefyd_B,2026-05-02,CU_Lucknow_Remarketing,CU_Lucknow_Rem_Ad01,612.37,4
Meta,Degreefyd_B,2026-05-02,CU_Lucknow_Remarketing,CU_Lucknow_Rem_Ad02,5.09,0
Meta,Degreefyd_B,2026-05-02,CU_Lucknow_Int,CU_Lucknow_Int_ADG1_Ad01,541.55,8
Meta,Degreefyd_B,2026-05-02,UG_Online_Admission_2026 _SF,UG_Online_Admission_SF_Ad_Set01_Ad01,45.39,0
Meta,Degreefyd_B,2026-05-02,UG_Online_Admission_2026 _SF,UG_Online_Admission_SF_Ad_Set01_Ad02,329.19,12
Meta,Degreefyd_B,2026-05-02,CU_Mohali_Int,CU_Mohali_Int_ADG1_Ad02,81.08,3
Meta,Degreefyd_B,2026-05-02,CU_Mohali_Int,CU_Mohali_Int_ADG1_Ad01,244.01,3
Meta,Degreefyd_B,2026-05-02,CU_Mohali_Rem,CU_Mohali_Rem_ADG1_Ad01,205.9,5
Meta,Degreefyd_B,2026-05-03,Galgotias_Lead_2026,Galgotias_Leads_2026_P_Ad_01,1332.58,27
Meta,Degreefyd_B,2026-05-03,IGNOU_Online_Courses_Admission_DFYD,IGNOU_Online_Courses_Admission_DFYD_Delhi_NCR_Ad01,671.46,16
Meta,Degreefyd_B,2026-05-03,IGNOU_Online_Courses_Admission_DFYD,IGNOU_Online_Courses_Admission_DFYD_Rest_Ad01,366.65,24
Meta,Degreefyd_B,2026-05-03,CU_Lucknow_Remarketing,CU_Lucknow_Rem_Ad01,480.46,7
Meta,Degreefyd_B,2026-05-03,CU_Lucknow_Int,CU_Lucknow_Int_ADG1_Ad02,11.4,1
Meta,Degreefyd_B,2026-05-03,CU_Lucknow_Int,CU_Lucknow_Int_ADG1_Ad01,431.74,4
Meta,Degreefyd_B,2026-05-03,UG_Online_Admission_2026 _SF,UG_Online_Admission_SF_Ad_Set01_Ad01,42.95,0
Meta,Degreefyd_B,2026-05-03,UG_Online_Admission_2026 _SF,UG_Online_Admission_SF_Ad_Set01_Ad02,357.66,3
Meta,Degreefyd_B,2026-05-03,CU_Mohali_Int,CU_Mohali_Int_ADG1_Ad02,34.48,0
Meta,Degreefyd_B,2026-05-03,CU_Mohali_Int,CU_Mohali_Int_ADG1_Ad01,272.74,6
Meta,Degreefyd_B,2026-05-03,CU_Mohali_Rem,CU_Mohali_Rem_ADG1_Ad01,222.35,3
Meta,Degreefyd_B,2026-05-03,CU_Mohali_Rem,CU_Mohali_Rem_ADG1_Ad02,5.14,0
Meta,Degreefyd_B,2026-05-04,Galgotias_Lead_2026,Galgotias_Leads_2026_P_Ad_01,1810.03,38
Meta,Degreefyd_B,2026-05-04,IGNOU_Online_Courses_Admission_DFYD,IGNOU_Online_Courses_Admission_DFYD_Delhi_NCR_Ad01,960.27,29
Meta,Degreefyd_B,2026-05-04,IGNOU_Online_Courses_Admission_DFYD,IGNOU_Online_Courses_Admission_DFYD_Rest_Ad01,543.03,26
Meta,Degreefyd_B,2026-05-04,CU_Lucknow_Remarketing,CU_Lucknow_Rem_Ad01,664.34,6
Meta,Degreefyd_B,2026-05-04,CU_Lucknow_Remarketing,CU_Lucknow_Rem_Ad02,10.45,1
Meta,Degreefyd_B,2026-05-04,CU_Lucknow_Int,CU_Lucknow_Int_ADG1_Ad01,590.33,6
Meta,Degreefyd_B,2026-05-04,UG_Online_Admission_2026 _SF,UG_Online_Admission_SF_Ad_Set01_Ad01,71.38,0
Meta,Degreefyd_B,2026-05-04,UG_Online_Admission_2026 _SF,UG_Online_Admission_SF_Ad_Set01_Ad02,398.7,9
Meta,Degreefyd_B,2026-05-04,CU_Mohali_Int,CU_Mohali_Int_ADG1_Ad02,38.04,0
Meta,Degreefyd_B,2026-05-04,CU_Mohali_Int,CU_Mohali_Int_ADG1_Ad01,391.47,9
Meta,Degreefyd_B,2026-05-04,CU_Mohali_Rem,CU_Mohali_Rem_ADG1_Ad01,260.97,1
Meta,Degreefyd_B,2026-05-04,CU_Mohali_Rem,CU_Mohali_Rem_ADG1_Ad02,4.56,0
Meta,Degreefyd_B,2026-05-05,Galgotias_Lead_2026,Galgotias_Leads_2026_P_Ad_01,1845.65,36
Meta,Degreefyd_B,2026-05-05,IGNOU_Online_Courses_Admission_DFYD,IGNOU_Online_Courses_Admission_DFYD_Delhi_NCR_Ad01,1005.13,46
Meta,Degreefyd_B,2026-05-05,IGNOU_Online_Courses_Admission_DFYD,IGNOU_Online_Courses_Admission_DFYD_Rest_Ad01,555.71,20
Meta,Degreefyd_B,2026-05-05,CU_Lucknow_Remarketing,CU_Lucknow_Rem_Ad01,713.87,4
Meta,Degreefyd_B,2026-05-05,CU_Lucknow_Remarketing,CU_Lucknow_Rem_Ad02,2.54,0
Meta,Degreefyd_B,2026-05-05,CU_Lucknow_Int,CU_Lucknow_Int_ADG1_Ad02,1.95,0
Meta,Degreefyd_B,2026-05-05,CU_Lucknow_Int,CU_Lucknow_Int_ADG1_Ad01,609.88,12
Meta,Degreefyd_B,2026-05-05,UG_Online_Admission_2026 _SF,UG_Online_Admission_SF_Ad_Set01_Ad01,102.7,3
Meta,Degreefyd_B,2026-05-05,UG_Online_Admission_2026 _SF,UG_Online_Admission_SF_Ad_Set01_Ad02,343.8,6
Meta,Degreefyd_B,2026-05-05,CU_Mohali_Int,CU_Mohali_Int_ADG1_Ad02,38.69,0
Meta,Degreefyd_B,2026-05-05,CU_Mohali_Int,CU_Mohali_Int_ADG1_Ad01,417.78,11
Meta,Degreefyd_B,2026-05-05,CU_Mohali_Rem,CU_Mohali_Rem_ADG1_Ad01,266.32,1
Meta,Degreefyd_B,2026-05-05,CU_Mohali_Rem,CU_Mohali_Rem_ADG1_Ad02,3.2,0
Meta,Degreefyd_B,2026-05-06,Galgotias_Lead_2026,Galgotias_Leads_2026_P_Ad_01,791.05,15
Meta,Degreefyd_B,2026-05-06,IGNOU_Online_Courses_Admission_DFYD,IGNOU_Online_Courses_Admission_DFYD_Delhi_NCR_Ad01,458.05,11
Meta,Degreefyd_B,2026-05-06,IGNOU_Online_Courses_Admission_DFYD,IGNOU_Online_Courses_Admission_DFYD_Rest_Ad01,259.91,10
Meta,Degreefyd_B,2026-05-06,CU_Lucknow_Remarketing,CU_Lucknow_Rem_Ad01,311.69,3
Meta,Degreefyd_B,2026-05-06,CU_Lucknow_Remarketing,CU_Lucknow_Rem_Ad02,12.44,0
Meta,Degreefyd_B,2026-05-06,CU_Lucknow_Int,CU_Lucknow_Int_ADG1_Ad01,261.01,3
Meta,Degreefyd_B,2026-05-06,UG_Online_Admission_2026 _SF,UG_Online_Admission_SF_Ad_Set01_Ad01,42.17,0
Meta,Degreefyd_B,2026-05-06,UG_Online_Admission_2026 _SF,UG_Online_Admission_SF_Ad_Set01_Ad02,194.0,15
Meta,Degreefyd_B,2026-05-06,CU_Mohali_Int,CU_Mohali_Int_ADG1_Ad02,9.47,0
Meta,Degreefyd_B,2026-05-06,CU_Mohali_Int,CU_Mohali_Int_ADG1_Ad01,183.43,2
Meta,Degreefyd_B,2026-05-06,CU_Mohali_Rem,CU_Mohali_Rem_ADG1_Ad01,174.56,1
Meta,DegreeFYD,2026-04-28,Online_MBA,Amity_New_Targeting_T1,77.2,0
Meta,DegreeFYD,2026-04-28,Online_MBA,Amity_Old_Targeting_T2,89.07,1
Meta,DegreeFYD,2026-04-28,Online_MCA,Online_MCA_Creative1,44.76,0
Meta,DegreeFYD,2026-04-28,Online_MCA,Online_MCA_Creative2,37.2,0
Meta,DegreeFYD,2026-04-28,CGC_Landran_Punjab_April,CGC_Landran_Punjab_April_Ad1,50.42,0
Meta,DegreeFYD,2026-04-28,CGC_Landran_Punjab_April,CGC_Landran_Punjab_April_Ad2,7.66,0
Meta,DegreeFYD,2026-04-28,LPU_University_Punjab_April,LPU_University_Punjab_April_Ad1,48.33,0
Meta,DegreeFYD,2026-04-28,LPU_Nest_April,LPU_Nest_April_Ad1,37.1,4
Meta,DegreeFYD,2026-04-28,LPU_University_Punjab_April,LPU_University_Punjab_April_Ad2,56.7,1
Meta,DegreeFYD,2026-04-28,Online_MBA_SF,Online_MBA_SF_Ad_Set_T1_C1,102.66,0
Meta,DegreeFYD,2026-04-29,Online_MBA,Amity_Old_Targeting_T2,223.22,2
Meta,DegreeFYD,2026-04-29,Online_MCA,Online_MCA_Creative1,178.79,1
Meta,DegreeFYD,2026-04-29,CGC_Landran_Punjab_April,CGC_Landran_Punjab_April_Ad1,151.32,0
Meta,DegreeFYD,2026-04-29,LPU_University_Punjab_April,LPU_University_Punjab_April_Ad1,302.37,3
Meta,DegreeFYD,2026-04-29,LPU_Nest_April,LPU_Nest_April_Ad1,370.09,5
Meta,DegreeFYD,2026-04-29,Online_MBA_SF,Online_MBA_SF_Ad_Set_T1_C1,186.65,0
Meta,DegreeFYD,2026-04-29,Ignou_Online_MBA,Ignou_Online_MBA_SF_Ad1,398.92,0
Meta,DegreeFYD,2026-04-29,IGNOU_ONLINE_DEGREE,IGNOU_ONLINE_Degree_CR1,408.46,12
Meta,DegreeFYD,2026-04-30,LPU_University_Punjab_April,LPU_University_Punjab_April_Ad1,287.23,5
Meta,DegreeFYD,2026-04-30,LPU_Nest_April,LPU_Nest_April_Ad1,244.96,0
Meta,DegreeFYD,2026-04-30,Online_MBA_SF,Online_MBA_SF_Ad_Set_T1_C1,392.2,0
Meta,DegreeFYD,2026-04-30,Ignou_Online_MBA,Ignou_Online_MBA_SF_Ad1,358.2,6
Meta,DegreeFYD,2026-04-30,IGNOU_ONLINE_DEGREE,IGNOU_ONLINE_Degree_CR1,545.17,15
Meta,DegreeFYD,2026-04-30,Online_MBA_SF_G1,Online_MBA_SF_G1_CR1,153.9,0
Meta,DegreeFYD,2026-05-01,LPU_University_Punjab_April,LPU_University_Punjab_April_Ad1,0.0,0
Meta,DegreeFYD,2026-05-01,LPU_Nest_April,LPU_Nest_April_Ad1,0.0,0
Meta,DegreeFYD,2026-05-01,Online_MBA_SF,Online_MBA_SF_Ad_Set_T1_C1,122.29,0
Meta,DegreeFYD,2026-05-01,Ignou_Online_MBA,Ignou_Online_MBA_SF_Ad1,316.04,3
Meta,DegreeFYD,2026-05-01,IGNOU_ONLINE_DEGREE,IGNOU_ONLINE_Degree_CR1,491.34,18
Meta,DegreeFYD,2026-05-01,Online_MBA_SF_G1,Online_MBA_SF_G1_CR1,185.41,12
Meta,DegreeFYD,2026-05-01,Online_MBA_SF_G1,Online_MBA_SF_G1_CR2,201.11,0
Meta,DegreeFYD,2026-05-01,CGC_Landran_UG&PG_SF,CGC_Landran_UG&PG_CR1,194.55,0
Meta,DegreeFYD,2026-05-01,CGC_BTECH_REGU_SF,CGC_BTECH_REGU_SF_CR1,6.45,0
Meta,DegreeFYD,2026-05-01,CGC_BTECH_REGU_SF,CGC_BTECH_REGU_SF_CR2,1.03,0
Meta,DegreeFYD,2026-05-02,LPU_Nest_April,LPU_Nest_April_Ad1,0.0,0
Meta,DegreeFYD,2026-05-02,Ignou_Online_MBA,Ignou_Online_MBA_SF_Ad1,223.16,3
Meta,DegreeFYD,2026-05-02,IGNOU_ONLINE_DEGREE,IGNOU_ONLINE_Degree_CR1,394.74,15
Meta,DegreeFYD,2026-05-02,Online_MBA_SF_G1,Online_MBA_SF_G1_CR1,2.9,6
Meta,DegreeFYD,2026-05-02,Online_MBA_SF_G1,Online_MBA_SF_G1_CR2,107.87,0
Meta,DegreeFYD,2026-05-02,CGC_Landran_UG&PG_SF,CGC_Landran_UG&PG_CR1,269.52,3
Meta,DegreeFYD,2026-05-02,CGC_BTECH_REGU_SF,CGC_BTECH_REGU_SF_CR1,36.0,0
Meta,DegreeFYD,2026-05-02,CGC_BTECH_REGU_SF,CGC_BTECH_REGU_SF_CR2,297.2,3
Meta,DegreeFYD,2026-05-02,CGC_BTECH_REGU_Rem_SF,CGC_BTECH_REGU_Rem_SF_AD_01,274.16,0
Meta,DegreeFYD,2026-05-02,CGC_Landran_UG&PG_SF,CGC_Landran_UG&PG_SF_CR2,147.53,0
Meta,DegreeFYD,2026-05-03,Ignou_Online_MBA,Ignou_Online_MBA_SF_Ad1,406.32,12
Meta,DegreeFYD,2026-05-03,IGNOU_ONLINE_DEGREE,IGNOU_ONLINE_Degree_CR1,641.84,27
Meta,DegreeFYD,2026-05-03,Online_MBA_SF_G1,Online_MBA_SF_G1_CR1,67.85,3
Meta,DegreeFYD,2026-05-03,Online_MBA_SF_G1,Online_MBA_SF_G1_CR2,210.33,0
Meta,DegreeFYD,2026-05-03,CGC_Landran_UG&PG_SF,CGC_Landran_UG&PG_CR1,39.28,0
Meta,DegreeFYD,2026-05-03,CGC_BTECH_REGU_SF,CGC_BTECH_REGU_SF_CR2,369.1,3
Meta,DegreeFYD,2026-05-03,CGC_BTECH_REGU_Rem_SF,CGC_BTECH_REGU_Rem_SF_AD_01,420.56,3
Meta,DegreeFYD,2026-05-03,CGC_Landran_UG&PG_SF,CGC_Landran_UG&PG_SF_CR2,524.49,3
Meta,DegreeFYD,2026-05-04,LPU_University_Punjab_April,LPU_University_Punjab_April_Ad1,0.0,0
Meta,DegreeFYD,2026-05-04,Ignou_Online_MBA,Ignou_Online_MBA_SF_Ad1,300.78,6
Meta,DegreeFYD,2026-05-04,IGNOU_ONLINE_DEGREE,IGNOU_ONLINE_Degree_CR1,382.2,21
Meta,DegreeFYD,2026-05-04,Online_MBA_SF_G1,Online_MBA_SF_G1_CR1,36.05,3
Meta,DegreeFYD,2026-05-04,Online_MBA_SF_G1,Online_MBA_SF_G1_CR2,177.91,9
Meta,DegreeFYD,2026-05-04,CGC_Landran_UG&PG_SF,CGC_Landran_UG&PG_CR1,28.41,0
Meta,DegreeFYD,2026-05-04,CGC_BTECH_REGU_SF,CGC_BTECH_REGU_SF_CR2,256.51,0
Meta,DegreeFYD,2026-05-04,CGC_BTECH_REGU_Rem_SF,CGC_BTECH_REGU_Rem_SF_AD_01,188.92,0
Meta,DegreeFYD,2026-05-04,CGC_Landran_UG&PG_SF,CGC_Landran_UG&PG_SF_CR2,304.03,0
Meta,DegreeFYD,2026-05-04,Online_UG&PG_SF,Online_UG&PG_SF_CR1,65.06,0
Meta,DegreeFYD,2026-05-04,Online_BBA_SF_ASH_1,Online_BBA_SF_ASH_CR1,137.14,0
Meta,DegreeFYD,2026-05-04,Online_UG&PG_SF,Online_UG&PG_SF_CR2,141.23,0
Meta,DegreeFYD,2026-05-04,Online_UG_Video_SF,Online_UG_Video_SF_VD1,51.61,0
Meta,DegreeFYD,2026-05-04,Online_UG_Video_SF,Online_UG_Video_SF_VD2,79.9,0
Meta,DegreeFYD,2026-05-05,Ignou_Online_MBA,Ignou_Online_MBA_SF_Ad1,226.98,3
Meta,DegreeFYD,2026-05-05,IGNOU_ONLINE_DEGREE,IGNOU_ONLINE_Degree_CR1,414.17,18
Meta,DegreeFYD,2026-05-05,Online_MBA_SF_G1,Online_MBA_SF_G1_CR1,85.46,3
Meta,DegreeFYD,2026-05-05,Online_MBA_SF_G1,Online_MBA_SF_G1_CR2,35.0,0
Meta,DegreeFYD,2026-05-05,CGC_BTECH_REGU_SF,CGC_BTECH_REGU_SF_CR1,26.97,0
Meta,DegreeFYD,2026-05-05,CGC_BTECH_REGU_SF,CGC_BTECH_REGU_SF_CR2,163.78,3
Meta,DegreeFYD,2026-05-05,CGC_BTECH_REGU_Rem_SF,CGC_BTECH_REGU_Rem_SF_AD_01,179.82,3
Meta,DegreeFYD,2026-05-05,CGC_Landran_UG&PG_SF,CGC_Landran_UG&PG_SF_CR2,245.51,0
Meta,DegreeFYD,2026-05-05,Online_UG&PG_SF,Online_UG&PG_SF_CR1,70.24,0
Meta,DegreeFYD,2026-05-05,Online_BBA_SF_ASH_1,Online_BBA_SF_ASH_CR1,218.8,0
Meta,DegreeFYD,2026-05-05,Online_UG&PG_SF,Online_UG&PG_SF_CR2,212.4,0
Meta,DegreeFYD,2026-05-05,Online_UG_Video_SF,Online_UG_Video_SF_VD2,225.72,0
Meta,DegreeFYD,2026-05-05,ONLINE_MBA_SF_ASH_2,ONLINE_MBA_SF_ASH_2_CR1,145.9,0
Meta,DegreeFYD,2026-05-05,Amity_Online_MBA_SF,Amity_Online_MBA_SF_CR1,220.98,0
Meta,DegreeFYD,2026-05-05,ONLINE_MBA_SF_ASH_2,ONLINE_MBA_SF_ASH_2_CR2,93.5,0
Meta,DegreeFYD,2026-05-05,ONLINE_MBA_SF_ASH_3,ONLINE_MBA_SF_ASH_3_CR1,177.16,3
Meta,DegreeFYD,2026-05-05,ONLINE_MBA_SF_ASH_3,ONLINE_MBA_SF_ASH_3_CR2,36.59,0
Meta,DegreeFYD,2026-05-05,CU_ONLINE_UG&PG_ASH_4,CU_ONLINE_UG&PG_ASH_4_CR1,76.77,0
Meta,DegreeFYD,2026-05-05,CU_ONLINE_UG&PG_ASH_4,CU_ONLINE_UG&PG_ASH_4_CR2,72.35,0
Meta,DegreeFYD,2026-05-05,Manipal_Online_UG&PG_SF,Manipal_Online_UG&PG_SF_CR1,122.13,0
Meta,DegreeFYD,2026-05-05,AMITY_ONLINE_UG&PG_ASH_5,AMITY_ONLINE_UG&PG_ASH_5_CR1,22.08,0
Meta,DegreeFYD,2026-05-05,AMITY_ONLINE_UG&PG_ASH_5,AMITY_ONLINE_UG&PG_ASH_5_CR2,11.65,0
Meta,DegreeFYD,2026-05-05,Shoolini_Online_UG&PG_SF,Shoolini_Online_UG&PG_SF_CR1,3.42,0
Meta,DegreeFYD,2026-05-05,Manipal_Online_UG&PG_SF,Manipal_Online_UG&PG_SF_CR2,35.98,0
Meta,DegreeFYD,2026-05-05,Shoolini_Online_UG&PG_SF,Shoolini_Online_UG&PG_SF_CR2,9.15,0
Meta,DegreeFYD,2026-05-05,Shoolini_Online_UG&PG_IF,Shoolini_Online_UG&PG_IF_CR2,0.19,0
Meta,DegreeFYD,2026-05-06,Ignou_Online_MBA,Ignou_Online_MBA_SF_Ad1,90.62,0
Meta,DegreeFYD,2026-05-06,IGNOU_ONLINE_DEGREE,IGNOU_ONLINE_Degree_CR1,348.25,18
Meta,DegreeFYD,2026-05-06,Online_MBA_SF_G1,Online_MBA_SF_G1_CR1,129.5,0
Meta,DegreeFYD,2026-05-06,Online_MBA_SF_G1,Online_MBA_SF_G1_CR2,43.11,0
Meta,DegreeFYD,2026-05-06,CGC_Landran_UG&PG_SF,CGC_Landran_UG&PG_CR1,1.09,0
Meta,DegreeFYD,2026-05-06,CGC_BTECH_REGU_SF,CGC_BTECH_REGU_SF_CR2,168.39,0
Meta,DegreeFYD,2026-05-06,CGC_BTECH_REGU_Rem_SF,CGC_BTECH_REGU_Rem_SF_AD_01,148.47,0
Meta,DegreeFYD,2026-05-06,CGC_Landran_UG&PG_SF,CGC_Landran_UG&PG_SF_CR2,98.51,0
Meta,DegreeFYD,2026-05-06,Online_UG&PG_SF,Online_UG&PG_SF_CR1,16.13,0
Meta,DegreeFYD,2026-05-06,Online_BBA_SF_ASH_1,Online_BBA_SF_ASH_CR1,180.2,0
Meta,DegreeFYD,2026-05-06,Online_UG&PG_SF,Online_UG&PG_SF_CR2,242.41,0
Meta,DegreeFYD,2026-05-06,Online_UG_Video_SF,Online_UG_Video_SF_VD2,172.43,0
Meta,DegreeFYD,2026-05-06,ONLINE_MBA_SF_ASH_2,ONLINE_MBA_SF_ASH_2_CR1,63.95,3
Meta,DegreeFYD,2026-05-06,Amity_Online_MBA_SF,Amity_Online_MBA_SF_CR1,247.8,0
Meta,DegreeFYD,2026-05-06,ONLINE_MBA_SF_ASH_2,ONLINE_MBA_SF_ASH_2_CR2,120.18,3
Meta,DegreeFYD,2026-05-06,ONLINE_MBA_SF_ASH_3,ONLINE_MBA_SF_ASH_3_CR1,186.17,6
Meta,DegreeFYD,2026-05-06,ONLINE_MBA_SF_ASH_3,ONLINE_MBA_SF_ASH_3_CR2,14.9,3
Meta,DegreeFYD,2026-05-06,CU_ONLINE_UG&PG_ASH_4,CU_ONLINE_UG&PG_ASH_4_CR1,131.1,0
Meta,DegreeFYD,2026-05-06,CU_ONLINE_UG&PG_ASH_4,CU_ONLINE_UG&PG_ASH_4_CR2,103.5,0
Meta,DegreeFYD,2026-05-06,Manipal_Online_UG&PG_SF,Manipal_Online_UG&PG_SF_CR1,74.33,0
Meta,DegreeFYD,2026-05-06,AMITY_ONLINE_UG&PG_ASH_5,AMITY_ONLINE_UG&PG_ASH_5_CR1,65.0,0
Meta,DegreeFYD,2026-05-06,AMITY_ONLINE_UG&PG_ASH_5,AMITY_ONLINE_UG&PG_ASH_5_CR2,83.46,0
Meta,DegreeFYD,2026-05-06,Shoolini_Online_UG&PG_SF,Shoolini_Online_UG&PG_SF_CR1,26.72,0
Meta,DegreeFYD,2026-05-06,Manipal_Online_UG&PG_SF,Manipal_Online_UG&PG_SF_CR2,38.05,0
Meta,DegreeFYD,2026-05-06,Shoolini_Online_UG&PG_SF,Shoolini_Online_UG&PG_SF_CR2,155.08,0
Meta,DegreeFYD,2026-05-06,Shoolini_Online_UG&PG_IF,Shoolini_Online_UG&PG_IF_CR1,17.46,0
Meta,DegreeFYD,2026-05-06,Shoolini_Online_UG&PG_IF,Shoolini_Online_UG&PG_IF_CR2,102.85,1
Meta,DegreeFYD,2026-05-06,AMITY_ONLINE_UG&PG_IF,AMITY_ONLINE_UG&PG_IF_CR1,58.99,2
